,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7
80,0.9999999999999999,0.9999999985043863,0.9999999940175625,0.9999999865395786,0.9999999760705173,0.9999999626104965,0.9999999461596661,0.99999992671821,0.0,2.1687436317713917e-06,4.337478103690219e-06,6.506194256028487e-06,8.674882929307361e-06,1.0843534964421726e-05,1.3012141202764757e-05,1.518069248635247e-05
106,0.9999999999999999,0.9999999983845822,0.9999999935383506,0.9999999854613698,0.9999999741537468,0.9999999596156325,0.9999999418472205,0.9999999208487468,0.0,2.168743313885236e-06,4.337475560610167e-06,6.506185673185101e-06,8.674862584961555e-06,1.084349522980286e-05,1.3012072542254747e-05,1.5180583457715949e-05
111,0.9999999999999999,0.9999999984591081,0.99999999383645,0.999999986132077,0.9999999753460748,0.9999999614785633,0.9999999445296973,0.9999999244996652,0.0,2.1687435955117667e-06,4.3374778136140365e-06,6.506193277026025e-06,8.674880608724362e-06,1.0843530432071807e-05,1.3012133370945945e-05,1.5180680049867862e-05
153,0.9999999999999999,0.9999999985220903,0.9999999940883779,0.9999999866989129,0.9999999763537782,0.9999999630530909,0.9999999467970004,0.9999999275856902,0.0,2.168743637513394e-06,4.3374781496261545e-06,6.5061944110618205e-06,8.674883296792282e-06,1.0843535682161932e-05,1.3012142443011867e-05,1.5180694455803991e-05
159,0.9999999999999999,0.9999999985150029,0.9999999940600283,0.9999999866351259,0.9999999762403792,0.9999999628759053,0.9999999465418539,0.9999999272384084,0.0,2.1687436350931004e-06,4.33747813026384e-06,6.50619434571422e-06,8.67488314189496e-06,1.084353537962987e-05,1.3012141920240176e-05,1.518069362566889e-05
196,0.9999999999999999,0.9999999984652156,0.9999999938608801,0.9999999861870446,0.9999999754437945,0.9999999616312502,0.9999999447495657,0.9999999247989296,0.0,2.1687435974918468e-06,4.337477829454651e-06,6.506193330487932e-06,8.674880735448333e-06,1.084353067957818e-05,1.3012133798634019e-05,1.5180680729015193e-05
239,0.9999999999999999,0.9999999985049196,0.999999994019695,0.999999986544376,0.9999999760790469,0.9999999626238236,0.9999999461788573,0.999999926744331,0.0,2.1687436318885944e-06,4.337478104627829e-06,6.506194259192913e-06,8.674882936808168e-06,1.0843534979071628e-05,1.3012141228079541e-05,1.518069252655093e-05
272,0.9999999999999999,0.9999999985049359,0.9999999940197613,0.9999999865445253,0.9999999760793119,0.9999999626242378,0.9999999461794536,0.9999999267451427,0.0,2.1687436319539705e-06,4.337478105150841e-06,6.506194260958069e-06,8.674882940992225e-06,1.0843534987243534e-05,1.3012141242200439e-05,1.5180692548974135e-05
275,0.9999999999999999,0.9999999984483884,0.9999999937935705,0.9999999860355981,0.9999999751745572,0.9999999612105674,0.9999999441437839,0.9999999239743954,0.0,2.168743592240162e-06,4.3374777874412385e-06,6.506193188693034e-06,8.674880399343116e-06,1.0843530023125711e-05,1.3012132664290564e-05,1.5180678927731826e-05
285,0.9999999999999999,0.9999999985295679,0.9999999941182881,0.9999999867662108,0.9999999764734191,0.9999999632400295,0.9999999470661916,0.9999999279520883,0.0,2.1687436395240153e-06,4.337478165711103e-06,6.506194465348411e-06,8.674883425471242e-06,1.0843535933487126e-05,1.301214287729989e-05,1.5180695145433702e-05
321,0.9999999999999999,0.99999999849056,0.9999999939622563,0.999999986415141,0.9999999758492991,0.9999999622648502,0.9999999456619483,0.9999999260407811,0.0,2.1687436051070084e-06,4.337477890375871e-06,6.50619353609663e-06,8.674881222815705e-06,1.084353163146407e-05,1.301213544348544e-05,1.5180683340964441e-05
323,0.9999999999999999,0.9999999985476936,0.9999999941907912,0.9999999869293416,0.9999999767634261,0.9999999636931594,0.9999999477186878,0.999999928840191,0.0,2.1687436635154003e-06,4.337478357641579e-06,6.506195113110389e-06,8.674884960895827e-06,1.0843538932335099e-05,1.3012148059249697e-05,1.5180703374066438e-05
365,0.9999999999999999,0.9999999984293316,0.999999993717345,0.9999999858640936,0.9999999748696669,0.9999999607341907,0.9999999434578263,0.9999999230407708,0.0,2.168743540071727e-06,4.337477370095181e-06,6.50619178015807e-06,8.674877060620076e-06,1.0843523502248798e-05,1.3012121396355765e-05,1.5180661034932356e-05
495,0.9999999999999999,0.9999999985144703,0.9999999940578982,0.9999999866303338,0.99999997623186,0.9999999628625941,0.9999999465226859,0.9999999272123185,0.0,2.168743634972138e-06,4.337478129296147e-06,6.506194342448264e-06,8.674883134153469e-06,1.0843535364509842e-05,1.3012141894112928e-05,1.5180693584180095e-05
503,0.9999999999999999,0.9999999984483884,0.9999999937935705,0.9999999860355981,0.9999999751745572,0.9999999612105674,0.9999999441437839,0.9999999239743954,0.0,2.1687435922401616e-06,4.3374777874412385e-06,6.506193188693033e-06,8.674880399343115e-06,1.0843530023125711e-05,1.3012132664290564e-05,1.5180678927731823e-05
554,0.9999999999999999,0.9999999984697383,0.9999999938789709,0.9999999862277489,0.999999975516158,0.9999999617443182,0.9999999449123832,0.999999925020542,0.0,2.1687435987547835e-06,4.337477839558137e-06,6.506193364587167e-06,8.674880816276052e-06,1.0843530837444559e-05,1.3012134071426587e-05,1.518068116219867e-05
560,0.9999999999999999,0.9999999985049196,0.999999994019695,0.999999986544376,0.9999999760790469,0.9999999626238236,0.9999999461788573,0.999999926744331,0.0,2.168743631888595e-06,4.337478104627829e-06,6.50619425919291e-06,8.674882936808172e-06,1.0843534979071625e-05,1.3012141228079529e-05,1.5180692526550937e-05
579,0.9999999999999999,0.9999999985049196,0.999999994019695,0.999999986544376,0.9999999760790469,0.9999999626238236,0.9999999461788573,0.999999926744331,0.0,2.1687436318885944e-06,4.337478104627829e-06,6.506194259192913e-06,8.674882936808172e-06,1.0843534979071625e-05,1.3012141228079534e-05,1.5180692526550937e-05
601,0.9999999999999999,0.9999999985043865,0.9999999940175625,0.9999999865395786,0.9999999760705173,0.9999999626104965,0.9999999461596663,0.99999992671821,0.0,2.1687436317713917e-06,4.337478103690219e-06,6.506194256028486e-06,8.67488292930736e-06,1.0843534964421726e-05,1.3012141202764754e-05,1.5180692486352474e-05
653,0.9999999999999999,0.9999999994210194,0.9999999976840779,0.9999999947891762,0.999999990736315,0.999999985525496,0.9999999791567207,0.9999999716299913,0.0,2.1687450461901684e-06,4.337489419015569e-06,6.506232445111661e-06,8.674973451114371e-06,1.0843711763660313e-05,1.3012446709387027e-05,1.5181177614933197e-05
654,0.9999999999999999,0.9999999984483884,0.9999999937935705,0.9999999860355981,0.9999999751745572,0.9999999612105674,0.9999999441437839,0.9999999239743954,0.0,2.168743592240162e-06,4.3374777874412385e-06,6.506193188693034e-06,8.674880399343116e-06,1.0843530023125711e-05,1.3012132664290564e-05,1.5180678927731826e-05
666,0.9999999999999999,0.9999999984784207,0.9999999939137006,0.9999999863058903,0.9999999756550751,0.9999999619613752,0.9999999452249433,0.9999999254459673,0.0,2.168743604005677e-06,4.337477881565165e-06,6.506193506360175e-06,8.674881152328207e-06,1.0843531493790454e-05,1.3012135205579683e-05,1.5180682963168108e-05
