,reals_0,reals_1,reals_2,reals_3,imags_0,imags_1,imags_2,imags_3
80,0.9999999999999999,0.9999999985043863,0.9999999940175625,0.9999999865395786,0.0,2.1687436317713917e-06,4.337478103690219e-06,6.506194256028487e-06
106,0.9999999999999999,0.9999999996987949,0.9999999987951798,0.999999997289155,0.0,2.1687450939435986e-06,4.337489801043012e-06,6.506233734454257e-06
111,0.9999999999999999,0.9999999984591081,0.99999999383645,0.999999986132077,0.0,2.1687435955117667e-06,4.3374778136140365e-06,6.506193277026025e-06
153,0.9999999999999999,0.9999999985220903,0.9999999940883779,0.9999999866989129,0.0,2.168743637513394e-06,4.3374781496261545e-06,6.5061944110618205e-06
159,0.9999999999999999,0.9999999997800034,0.999999999120014,0.9999999980200318,0.0,2.1687451381267883e-06,4.337490154508479e-06,6.506234927399981e-06
196,0.9999999999999999,0.9999999984652156,0.9999999938608801,0.9999999861870446,0.0,2.1687435974918468e-06,4.337477829454651e-06,6.5061933304879314e-06
239,0.9999999999999999,0.9999999985049196,0.999999994019695,0.999999986544376,0.0,2.1687436318885944e-06,4.337478104627829e-06,6.506194259192913e-06
272,0.9999999999999999,0.9999999985049359,0.9999999940197613,0.9999999865445253,0.0,2.1687436319539705e-06,4.337478105150841e-06,6.506194260958069e-06
275,0.9999999999999999,0.9999999984483884,0.9999999937935705,0.9999999860355981,0.0,2.1687435922401616e-06,4.3374777874412385e-06,6.506193188693033e-06
285,0.9999999999999999,0.9999999985295679,0.9999999941182881,0.9999999867662108,0.0,2.1687436395240153e-06,4.337478165711103e-06,6.506194465348411e-06
321,0.9999999999999999,0.99999999849056,0.9999999939622563,0.999999986415141,0.0,2.1687436051070084e-06,4.337477890375871e-06,6.506193536096631e-06
323,0.9999999999999999,0.9999999985476936,0.9999999941907912,0.9999999869293416,0.0,2.1687436635154003e-06,4.337478357641579e-06,6.506195113110389e-06
365,0.9999999999999999,0.9999999984293316,0.999999993717345,0.9999999858640936,0.0,2.168743540071727e-06,4.337477370095181e-06,6.50619178015807e-06
495,0.9999999999999999,0.9999999985144703,0.9999999940578982,0.9999999866303338,0.0,2.168743634972138e-06,4.337478129296147e-06,6.506194342448264e-06
503,0.9999999999999999,0.9999999984483884,0.9999999937935705,0.9999999860355981,0.0,2.1687435922401616e-06,4.3374777874412385e-06,6.506193188693033e-06
