,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7
80,0.9999999999999999,0.9999705421893503,0.9998826643863157,0.9997378450133125,0.9995385200382146,0.9992880413748949,0.9989906196446282,0.9986512522783791,0.0,0.0005111856532157452,0.0010148468392262827,0.001503588070509849,0.001970269609674419,0.002408129859294845,0.0028109012748496155,0.0031729178154744344
106,0.9999999999999999,0.9999946205046857,0.9999785088030634,0.9999517450164479,0.9999144619104565,0.999866843747976,0.9998091246988883,0.9997415868219366,0.0,0.0005124090615242394,0.0010246081594659018,0.0015363870573996154,0.0020475349890094192,0.00255784043236567,0.0030670909305294237,0.003575072972705673
111,0.9999999999999999,0.9999651499996066,0.9998613237762801,0.9996906773730853,0.9994567535508482,0.9991644069489973,0.9988197015406539,0.9984297825550053,0.0,0.0005107801823302847,0.0010116193037768412,0.001492785960820996,0.0019449636257271126,0.0023594470812107068,0.0027283259128438797,0.003044651175165791
153,0.9999999999999999,0.9999754189534307,0.9999020192648701,0.9997808262919905,0.9996135323847247,0.9994024722705894,0.9991505890995044,0.9988613916445749,0.0,0.0005115048831120264,0.001017391264065051,0.001512122765246555,0.0019903260548145307,0.0024468693789175345,0.0028769375542522274,0.0032761023221911227
159,0.9999999999999999,0.9999745153215033,0.9998984440764064,0.9997729287616887,0.999599854048958,0.9993818178652267,0.9991220915326102,0.9988245695819095,0.0,0.0005114227377665785,0.0010167365234386204,0.0015099265861272845,0.0019851650629903643,0.0024369008398310303,0.00285994511820347,0.003249551387849569
196,0.9999999999999999,0.9999669336693671,0.99986839384959,0.9997063447302644,0.9994840158081947,0.9992058365982865,0.9988773470885381,0.9985050857535187,0.0,0.0005108977789131688,0.0010125554807215635,0.0014959198483427358,0.0019523074810593724,0.0023735803802224908,0.002752310449236759,0.0030819296167114664
239,0.9999999999999999,0.9999708182587359,0.9998837635644344,0.9997402991708836,0.9995428361940996,0.9992946926464178,0.9990000370646016,0.9986638176922683,0.0,0.0005111962066317869,0.0010149309332804276,0.0015038700217576528,0.001970931787619556,0.002409407869427798,0.0028130777158531053,0.0031763147596437632
272,0.9999999999999999,0.9999708031968948,0.9998837035543128,0.9997401650317669,0.9995425999016093,0.9992943277537822,0.9989995190837946,0.9986631244251216,0.0,0.0005111956903800888,0.0010149268187161788,0.0015038562216134362,0.0019708993613077506,0.002409345246354403,0.0028129709848508416,0.003176148017628866
275,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.9993846316675896,0.9990552281695082,0.9986685353100072,0.9982335170057242,0.0,0.0005104349657266308,0.0010088715766533832,0.0014835907197018445,0.0019234252662703216,0.002318019968386849,0.0026580724597588053,0.0029355497531890033
285,0.9999999999999999,0.9999786788744769,0.9999149882781455,0.9998097429347367,0.9996642887088633,0.9994804847621558,0.9992606789066125,0.9990076764845317,0.0,0.0005116697352922351,0.0010187060253050583,0.001516537348460533,0.0020007151999096935,0.0024669735343665843,0.0029112857613884805,0.00332991852860777
