,reals_0,reals_1,reals_2,reals_3,imags_0,imags_1,imags_2,imags_3
80,0.9999999999999999,0.9997479727178865,0.9990242378389567,0.9979213814363979,0.0,0.0024175741679873836,0.00466259913005678,0.006586102319950999
106,0.9999999999999999,0.999879006865368,0.9995199644187714,0.9989345376780677,0.0,0.002440123101855831,0.004838433681651816,0.0071546179428617785
111,0.9999999999999999,0.9995199929113269,0.9981989906290316,0.9963623923390211,0.0,0.0023675026491035284,0.004282276628969472,0.005409919357795237
153,0.9999999999999999,0.9998636070319402,0.9994603395294404,0.9988076080613896,0.0,0.0024381987146334765,0.004823286723516434,0.0071048717153303345
159,0.9999999999999999,0.999889158711468,0.999562813272017,0.9990391177977096,0.0,0.0024387429718307125,0.004827707191978338,0.007120156782985154
196,0.9999999999999999,0.9996377269364745,0.9986225941880909,0.9971546819400785,0.0,0.0023935183961176216,0.004478637516551843,0.006010673242047948
239,0.9999999999999999,0.9997651114988648,0.99908924147675,0.9980550306507772,0.0,0.0024201364433322917,0.004682439972081499,0.006649499563648953
272,0.9999999999999999,0.9997688365381282,0.999104219214554,0.9980890056326859,0.0,0.0024201219212790165,0.00468233864111199,0.006649238164906076
275,0.9999999999999999,0.99919008438666,0.9971328651283408,0.9947734648550614,0.0,0.0022574940901433295,0.003482937040322538,0.003120658981336946
285,0.9999999999999999,0.9999450047884784,0.9997808127918314,0.9995097899478484,0.0,0.0024451327412886616,0.0048782515666401845,0.0072875565123128525
321,0.9999999999999999,0.9999408294975711,0.9997644412477501,0.9994741761810486,0.0,0.002444657884717036,0.004874481017801706,0.007274988990455167
323,0.9999999999999999,0.9998388561889304,0.999362704458027,0.9985929807893157,0.0,0.002436352282280282,0.004808648862110073,0.007056212218782513
365,0.9999999999999999,0.9998741667747211,0.9995032649452446,0.9989066409639683,0.0,0.002438235532966514,0.004823718185061754,0.007107080670940511
495,0.9999999999999999,0.9998858550598624,0.9995501471359913,0.9990126239437073,0.0,0.0024381967793354726,0.004823406979423286,0.007106026967939211
503,0.9999999999999999,0.99919008438666,0.9971328651283408,0.9947734648550614,0.0,0.0022574940901433343,0.00348293704032254,0.003120658981336937
554,0.9999999999999999,0.9996920552852335,0.9988042254215967,0.9974394307258592,0.0,0.002413261140389102,0.00462867480832887,0.006474741430511743
560,0.9999999999999999,0.9997651114988648,0.99908924147675,0.9980550306507772,0.0,0.0024201364433322856,0.0046824399720814865,0.006649499563648943
579,0.9999999999999999,0.9997651114988648,0.9990892414767502,0.9980550306507772,0.0,0.0024201364433322765,0.004682439972081471,0.006649499563648927
601,0.9999999999999999,0.9997479727178865,0.9990242378389567,0.9979213814363979,0.0,0.002417574167987395,0.004662599130056797,0.006586102319951017
653,0.9999999999999999,0.999920431617206,0.9996821816763118,0.9992866127373843,0.0,0.002445275494698273,0.004879363558252964,0.007291141350584072
654,0.9999999999999999,0.99919008438666,0.9971328651283408,0.9947734648550614,0.0,0.0022574940901433295,0.0034829370403225385,0.0031206589813369454
666,0.9999999999999999,0.9997723894263618,0.9991199775408858,0.9981298509214083,0.0,0.0024194087955269994,0.004676978468616057,0.006633005172077098
669,0.9999999999999999,0.99919008438666,0.9971328651283408,0.9947734648550614,0.0,0.0022574940901433325,0.0034829370403225398,0.00312065898133694
681,0.9999999999999999,0.99919008438666,0.9971328651283408,0.9947734648550614,0.0,0.0022574940901433304,0.0034829370403225385,0.003120658981336943
777,0.9999999999999999,0.9998394634139687,0.9993670112993016,0.9986094748817286,0.0,0.0024350325138647213,0.0047983752921726035,0.007023106755102261
784,0.9999999999999999,0.9997145807246397,0.9988963326308097,0.9976536313075565,0.0,0.0024134202458735714,0.004630444335260185,0.006483404342808474
788,0.9999999999999999,0.9999444813434609,0.9997781736180122,0.9995018198357871,0.0,0.0024460788427469824,0.00488578359446006,0.007312771059637833
797,0.9999999999999999,0.9997369840066672,0.99898182651041,0.9978314272169931,0.0,0.0024164068589483025,0.004653549361933524,0.00655712309850019
830,0.9999999999999999,0.9998161780232182,0.999275692916583,0.9984107863655131,0.0,0.0024324363931198033,0.004777752201432097,0.006954322199832238
844,0.9999999999999999,0.9995219495739297,0.9982065842056479,0.9963786789824708,0.0,0.002367682494649375,0.004283662505373476,0.005414318877967355
871,0.9999999999999999,0.999762861355374,0.9990811638653497,0.9980401360609449,0.0,0.0024194902175510825,0.0046774397208422976,0.0066335441166455586
875,0.9999999999999999,0.9995273814297632,0.9982279660037863,0.9964255670158977,0.0,0.0023680942662647575,0.0042868975863094225,0.005424923608641362
895,0.9999999999999999,0.9995569781774611,0.9983418336991945,0.9966664139132899,0.0,0.0023711723567958276,0.004310423826724635,0.005498564288469578
915,0.9999999999999999,0.9997683902119137,0.9991025789603217,0.9980858307097102,0.0,0.002420018853341448,0.004681540652747677,0.006646689130033074
933,0.9999999999999999,0.999967840824526,0.9998718098580437,0.999713227258926,0.0,0.0024470192061678293,0.0048932755633383845,0.007337884346412744
963,0.9999999999999999,0.99919008438666,0.9971328651283408,0.9947734648550614,0.0,0.0022574940901433278,0.003482937040322537,0.003120658981336949
1001,0.9999999999999999,0.9998898873817792,0.9995616508505945,0.9990215361900125,0.0,0.0024424942188735308,0.004857238156028553,0.007217165916847953
1026,0.9999999999999999,0.9998241195444745,0.9993052355870393,0.9984691352290138,0.0,0.0024344015845355438,0.004793184849399212,0.007004809461043714
