,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,reals_8,reals_9,reals_10,reals_11,reals_12,reals_13,reals_14,reals_15,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7,imags_8,imags_9,imags_10,imags_11,imags_12,imags_13,imags_14,imags_15
80,0.9999999999999999,0.9997479727178865,0.9990242378389567,0.9979213814363979,0.9965794791077557,0.99516681142166,0.9938567059762633,0.992803701840891,0.9921223249826648,0.9918714019969819,0.9920460740510053,0.9925786092236917,0.9933478963867383,0.9941963052889953,0.9949515811175953,0.995450747837299,0.0,0.0024175741679873836,0.00466259913005678,0.006586102319950999,0.00808301230055776,0.009106428027086761,0.009673865909511699,0.00986462531303235,0.009808639241220904,0.00966835217367376,0.009616129062231414,0.009810315496054748,0.010373254030658922,0.0113742902149055,0.012820111587942374,0.014653749349783007
106,0.9999999999999999,0.9999836539441498,0.9999346736668846,0.9998532321866573,0.9997396157014077,0.9995942203690552,0.9994175478591989,0.9992101997340416,0.9989728707317308,0.9987063410394672,0.9984114676566729,0.9980891749600447,0.997740444592321,0.9973663048048815,0.9969678193908091,0.9965460763496606,0.0,0.0024470298773898594,0.004893385810175074,0.0073383944926567754,0.009781383930893157,0.012221684182513135,0.014658628194670509,0.01709155276860466,0.01951979967574285,0.021942716946000123,0.024359660343991913,0.02676999504337188,0.02917309750355511,0.03156835754680613,0.0339551806271925,0.03633299027636246
111,0.9999999999999999,0.9995199929113269,0.9981989906290316,0.9963623923390211,0.9944555023881824,0.9929254459161482,0.9921031483003423,0.992116996404004,0.9928612428501304,0.9940274639137189,0.9951904116872196,0.9959249821524374,0.9959226872429463,0.9950762101124592,0.9935092799734813,0.9915438863746516,0.0,0.002367502649103528,0.004282276628969472,0.005409919357795237,0.005621012821701056,0.005022960268249017,0.00392858164928084,0.002770037609238244,0.001981322895182816,0.0018809760042748562,0.0025865344109722113,0.003983661967726916,0.005758110450888247,0.007481732525623304,0.008729205325316673,0.009193873262107983
153,0.9999999999999999,0.9998636070319402,0.9994603395294404,0.9988076080613896,0.9979333700124841,0.9968746031104287,0.9956752922934187,0.9943840451713036,0.99305147243822,0.9917274827898431,0.9904586464239307,0.9892857768025619,0.9882418672923265,0.9873504983426915,0.9866248032401693,0.9860670478014393,0.0,0.0024381987146334765,0.004823286723516434,0.0071048717153303345,0.00923784469929166,0.011184646864668824,0.012917110999431065,0.014417774669396427,0.015680592856735745,0.01671101240197524,0.017525407371927624,0.018149911249212544,0.018618716470536513,0.018971942319963533,0.0192531967424021,0.019506974859902868
159,0.9999999999999999,0.999889158711468,0.999562813272017,0.9990391177977096,0.9983470822134175,0.9975247830065713,0.9966170154146792,0.9956725324178185,0.9947410414627039,0.9938701447993771,0.9931024127392734,0.9924727708341646,0.9920063624476534,0.9917170186590605,0.9916064297390195,0.9916640689086705,0.0,0.0024387429718307125,0.004827707191978338,0.007120156782985154,0.009275253431170895,0.011260546372471633,0.013053943762700587,0.01464504366588381,0.016035742583050322,0.017240084212662814,0.018283358204643243,0.019200505122128085,0.020033926777084047,0.020830837894025712,0.02164032339986554,0.022510283781759365
196,0.9999999999999999,0.9996377269364745,0.9986225941880909,0.9971546819400785,0.9955206722953791,0.9940340202277268,0.992969647749218,0.9925068663174155,0.9926924965730862,0.9934319037041914,0.9945097955249277,0.9956363737351175,0.9965091024735304,0.9968770818137244,0.9965944753680239,0.9956517526457304,0.0,0.00239351839611762,0.004478637516551842,0.006010673242047946,0.006859011804763157,0.007033552610662813,0.006681710950625835,0.00605663801812506,0.005463360738766917,0.005194178056382866,0.005466899619743745,0.006378905158049765,0.007886667070995558,0.009815017438745428,0.01189418207502308,0.01381676497078342
239,0.9999999999999999,0.9997651114988648,0.99908924147675,0.9980550306507772,0.9967882158802994,0.9954412783212351,0.9941736193392473,0.9931308467968815,0.9924258697222887,0.9921242630518495,0.9922358069941726,0.992713300305884,0.9934587984620521,0.994336460038943,0.9951903237865729,0.995864697062935,0.0,0.0024201364433322904,0.004682439972081494,0.006649499563648951,0.008222088454379982,0.0093519541379156,0.010047971295721546,0.010374858031672735,0.010444624957804767,0.010401873570423912,0.01040486150294639,0.010604803214265358,0.011126103691461919,0.012050100044775606,0.013404427564718642,0.015159392777162507
272,0.9999999999999999,0.9997688365381282,0.999104219214554,0.9980890056326859,0.9968492440360572,0.9955377555333381,0.9943142345787839,0.9933244638187688,0.9926813544454891,0.9924502843087158,0.9926406444846613,0.9932046941841448,0.9940438697376431,0.9950217205532841,0.995981780442654,0.9967680393947514,0.0,0.0024201219212790165,0.00468233864111199,0.006649238164906076,0.008221722302625982,0.009351830928959373,0.010048898369087216,0.010378240690693508,0.010452547458384965,0.010417103442323427,0.010430770573284797,0.010645213046980134,0.011185076808698702,0.012131708975812821,0.013512539606436131,0.015297508196939869
275,0.9999999999999999,0.99919008438666,0.9971328651283408,0.9947734648550614,0.9931923089003345,0.9931060175978619,0.9945380228710492,0.9968113414303481,0.9988660554750478,0.9997531642491334,0.9990747712632975,0.9971660108759035,0.994934745872447,0.9934346278396458,0.9933712571796145,0.9947721046887239,0.0,0.0022574940901433304,0.0034829370403225385,0.003120658981336944,0.0013468393596618765,-0.0010141791863914461,-0.0028733967680365097,-0.0033819711711613313,-0.0023227681769119987,-0.00020713668256023995,0.001967196086354801,0.003183484659069372,0.0028803379183767993,0.0012120097966740787,-0.0010263387518037012,-0.0027729475592344417
285,0.9999999999999999,0.9999450047884784,0.9997808127918314,0.9995097899478484,0.9991358298672599,0.9986642804524979,0.9981018432359995,0.9974564474586606,0.9967371014141001,0.9959537240373476,0.9951169601080694,0.9942379827605099,0.9933282872383238,0.9923994799974309,0.9914630673406379,0.9905302477624688,0.0,0.0024451327412886616,0.0048782515666401845,0.0072875565123128525,0.00966167131126404,0.011989844808316231,0.014262140094641195,0.01646960766123277,0.018604439197545723,0.020660099056687177,0.022631430864242037,0.024514737254523907,0.02630783126524098,0.02801005849789069,0.02962228974468748,0.031146884381178082
