,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,reals_8,reals_9,reals_10,reals_11,reals_12,reals_13,reals_14,reals_15,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7,imags_8,imags_9,imags_10,imags_11,imags_12,imags_13,imags_14,imags_15
80,0.9999999999999999,0.9998411703261048,0.9993716081166557,0.9986116762769208,0.9975939469307459,0.996361240775261,0.9949640534249373,0.9934575272401373,0.9918981550887421,0.9903404189369677,0.988833570093255,0.9874187490964107,0.9861266221930985,0.9849756793914882,0.9839712981820149,0.9831056297089434,0.0,0.003364048046935389,0.006668528613263016,0.009857226315074538,0.012880424412282819,0.01569765293574026,0.018279870099381843,0.020610943656841865,0.022688342037297658,0.024522993825969452,0.02613832543246944,0.027568537449814755,0.028856227121720455,0.030049504610743818,0.031198781910351872,0.03235343334922258
106,0.9999999999999999,0.9999877929357347,0.9999511730056714,0.9998901439977362,0.9998047122242423,0.9996948865205428,0.9995606782431455,0.9994021012672916,0.999219171983996,0.9990119092965551,0.9987803346165155,0.9985244718591135,0.9982443474381828,0.9979399902605285,0.9976114317197783,0.9972587056897049,0.0,0.0033740517158057917,0.006747878619974063,0.01012125593500526,0.013493958951666267,0.016865763063099875,0.02023644379890576,0.023605776859183494,0.02697353814852812,0.030339503809968856,0.03370345025884149,0.037065154216585024,0.040424392744453315,0.04378094327713219,0.04713458365625293,0.050485092163792634
111,0.9999999999999999,0.9994864506329014,0.9980601284553251,0.9960352372484944,0.9938468829907549,0.9919420544272556,0.9906683683821339,0.9901889206983591,0.9904448646875073,0.991175093313734,0.9919877690455561,0.9924651764239332,0.992274865515693,0.9912584856621245,0.9894754746173735,0.987190384087,0.0,0.0032947835695540536,0.006137131383338837,0.008185209103577975,0.00929027022470556,0.009530103832987935,0.009185060380341404,0.008662948977096858,0.008392154059740656,0.008710409119185934,0.00977772185124393,0.01153570317096256,0.013723617110606946,0.015946903083018375,0.01778046201803449,0.018880093364309108
153,0.9999999999999999,0.9999367226397192,0.9997475062746606,0.9994341884365876,0.9989997997915763,0.9984485168846406,0.997785597121655,0.9970172971039579,0.996150775715804,0.9951939836250153,0.994155541088211,0.9930446061498118,0.9918707354851576,0.9906437402597382,0.9893735394566021,0.9880700131610859,0.0,0.0033722443897251414,0.00673345017218184,0.0100727290403749,0.013379490786307284,0.016643586140223737,0.01985544227890141,0.0230061887592968,0.0260877718007049,0.02909305504155419,0.0320159051324696,0.03485126079113046,0.037595184232077396,0.0402448941909091,0.042798780081858306,0.0452563971549131
159,0.9999999999999999,0.9999419077316014,0.9997678052039204,0.9994782146511085,0.9990740044709311,0.9985563862435582,0.9979269105728902,0.9971874617653661,0.9963402513653803,0.9953878105705375,0.9943329815539914,0.9931789077250291,0.9919290229628641,0.9905870398622642,0.9891569370331752,0.9876429454998585,0.0,0.003373066728597908,0.0067400027733870065,0.01009469772477228,0.013431081650214225,0.01674314515458822,0.020024959227473618,0.02327069480756584,0.026474641995441844,0.02963122884719778,0.032735039683013833,0.03578083284647747,0.03876355785250797,0.041678371863962504,0.04452065543946035,0.047286027497626386
196,0.9999999999999999,0.999743918422159,0.9990064146267635,0.997875631777799,0.9964854222647076,0.9949976060524641,0.993580554182867,0.9923869622844588,0.991533786199762,0.9910870209667548,0.99105335443766,0.9913798049415956,0.991961382186127,0.9926557354893881,0.9933028175062286,0.9937469202378865,0.0,0.0033451853810665265,0.006521471386065482,0.009381927972268042,0.011820630189545604,0.013786219695455107,0.015288184505515673,0.016395024596224193,0.017224557423703,0.017927669587081165,0.018667697778639438,0.01959820635694201,0.020842142140198888,0.022475160859161177,0.02451535918358464,0.026920786563142462
239,0.9999999999999999,0.9998586455020096,0.9994396261720238,0.9987578132702967,0.9978371352370659,0.9967093397002796,0.9954123527007782,0.9939883216644055,0.9924814453163495,0.9909357049485904,0.9893926166248783,0.9878891227665189,0.986455734167588,0.9851150202315573,0.9838805268038752,0.9827561783706934,0.0,0.003366174135352442,0.006685316463235874,0.009912661808123748,0.013007859102365809,0.0159368868410644,0.0186736359003462,0.02120107666426949,0.02351194934980169,0.025608941587469652,0.027504344377726555,0.029219205070134598,0.030782022550081035,0.03222705396434846,0.03359232279741303,0.034917433843734275
272,0.9999999999999999,0.9998897261760803,0.9995633483180841,0.999033976665149,0.9983227372841695,0.9974577235533707,0.9964726022493853,0.9954049437924847,0.9942943599630444,0.9931805419999222,0.9921012969491922,0.9910906802025166,0.9901773173454219,0.9893829989683061,0.9887216184507673,0.9881985055949772,0.0,0.0033672559421576045,0.006693909546623767,0.009941322868549367,0.013074688818923295,0.016064706657356004,0.018888983008936416,0.02153308860286198,0.023991218118036988,0.026266420333685328,0.028370387231395552,0.03032281270744871,0.03215035303125008,0.033885241054569123,0.03556362344496957,0.037223704023244486
275,0.9999999999999999,0.9985203824726603,0.9953084072671324,0.9930273546616187,0.9935684958838664,0.9964829287176289,0.9993539741993224,0.9998011956044923,0.9974541501779016,0.9942592561521737,0.9928655554104285,0.9944281686951718,0.9976508614522984,0.9998613419257636,0.9992272460633905,0.9962751407140666,0.0,0.0028934577478494992,0.0033877674576976453,0.001073151297299022,-0.002131080047421635,-0.0035681111429609947,-0.0020466377192196947,0.0011714898300497773,0.0034178336044109405,0.0028301022395084644,-0.0001038764326496884,-0.0029510667475179547,-0.0033509280570637023,-0.0009725749583523106,0.002211388806807121,0.0035610031077719616
285,0.9999999999999999,0.9999752671216813,0.9999011116843798,0.9997776631376217,0.9996051367529997,0.999383832909497,0.9991141360964456,0.9987965136375989,0.998431514140785,0.9980197656785552,0.9975619737061945,0.9970589187243674,0.996511453694569,0.9959205012164197,0.9952870504766624,0.9946121539805292,0.0,0.0033738048805842698,0.006745904912246346,0.010114600146795409,0.01347820042057449,0.01683503020446464,0.020183433403340122,0.023521778088401443,0.02684846114604906,0.030161912827253414,0.03346060118172688,0.03674303636160756,0.04000777477982324,0.04325342310881448,0.04647864210585596,0.04968215025182498
