,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7
80,0.9999999999999999,0.9997479727178865,0.9990242378389567,0.9979213814363979,0.9965794791077557,0.99516681142166,0.9938567059762633,0.992803701840891,0.0,0.0024175741679873836,0.00466259913005678,0.006586102319950999,0.00808301230055776,0.009106428027086761,0.009673865909511699,0.00986462531303235
106,0.9999999999999999,0.9999836539441498,0.9999346736668846,0.9998532321866573,0.9997396157014077,0.9995942203690552,0.9994175478591989,0.9992101997340416,0.0,0.0024470298773898594,0.004893385810175074,0.0073383944926567754,0.009781383930893157,0.012221684182513135,0.014658628194670509,0.01709155276860466
111,0.9999999999999999,0.9995199929113269,0.9981989906290316,0.9963623923390211,0.9944555023881824,0.9929254459161482,0.9921031483003423,0.992116996404004,0.0,0.002367502649103528,0.004282276628969472,0.005409919357795237,0.005621012821701055,0.005022960268249018,0.003928581649280842,0.0027700376092382453
153,0.9999999999999999,0.9998636070319402,0.9994603395294404,0.9988076080613896,0.9979333700124841,0.9968746031104287,0.9956752922934187,0.9943840451713036,0.0,0.0024381987146334765,0.004823286723516434,0.0071048717153303345,0.00923784469929166,0.011184646864668824,0.012917110999431065,0.014417774669396427
159,0.9999999999999999,0.999889158711468,0.999562813272017,0.9990391177977096,0.9983470822134175,0.9975247830065713,0.9966170154146792,0.9956725324178185,0.0,0.002438742971830713,0.004827707191978338,0.007120156782985155,0.009275253431170897,0.011260546372471633,0.013053943762700589,0.014645043665883812
196,0.9999999999999999,0.9996377269364745,0.9986225941880909,0.9971546819400785,0.9955206722953791,0.9940340202277268,0.992969647749218,0.9925068663174155,0.0,0.0023935183961176216,0.004478637516551843,0.006010673242047948,0.0068590118047631545,0.007033552610662804,0.006681710950625822,0.0060566380181250445
239,0.9999999999999999,0.9997651114988648,0.99908924147675,0.9980550306507772,0.9967882158802994,0.9954412783212351,0.9941736193392473,0.9931308467968815,0.0,0.0024201364433322917,0.004682439972081499,0.006649499563648953,0.008222088454379986,0.009351954137915603,0.010047971295721547,0.010374858031672736
272,0.9999999999999999,0.9997688365381282,0.999104219214554,0.9980890056326859,0.9968492440360572,0.9955377555333381,0.9943142345787839,0.9933244638187688,0.0,0.0024201219212790135,0.004682338641111986,0.006649238164906071,0.00822172230262598,0.009351830928959378,0.010048898369087228,0.010378240690693525
275,0.9999999999999999,0.99919008438666,0.9971328651283408,0.9947734648550614,0.9931923089003345,0.9931060175978619,0.9945380228710492,0.9968113414303481,0.0,0.0022574940901433304,0.0034829370403225385,0.003120658981336944,0.0013468393596618765,-0.0010141791863914461,-0.0028733967680365097,-0.0033819711711613313
285,0.9999999999999999,0.9999450047884784,0.9997808127918314,0.9995097899478484,0.9991358298672599,0.9986642804524979,0.9981018432359995,0.9974564474586606,0.0,0.0024451327412886616,0.0048782515666401845,0.0072875565123128525,0.00966167131126404,0.011989844808316231,0.014262140094641195,0.01646960766123277
321,0.9999999999999999,0.9999408294975711,0.9997644412477501,0.9994741761810486,0.9990755071570663,0.9985758986420631,0.9979846156096148,0.9973124868392798,0.0,0.002444657884717036,0.004874481017801706,0.007274988990455167,0.009632400646218581,0.011933960382017347,0.014168237174864595,0.016325388414610606
323,0.9999999999999999,0.9998388561889304,0.999362704458027,0.9985929807893157,0.9975640912182545,0.9963215105974629,0.9949192754037123,0.9934170142299839,0.0,0.002436352282280282,0.004808648862110073,0.007056212218782513,0.009124929962294548,0.010970070410742145,0.012558568192613851,0.013870651980153888
365,0.9999999999999999,0.9998741667747211,0.9995032649452446,0.9989066409639683,0.9981150795335179,0.9971687205522257,0.9961143473193224,0.9950022333678994,0.0,0.002438235532966514,0.004823718185061754,0.007107080670940511,0.009245493996531044,0.01120537048381199,0.012964431491814981,0.014512998189351934
