,reals_0,reals_1,reals_2,reals_3,imags_0,imags_1,imags_2,imags_3
80,0.9999999999999999,0.9999705421893503,0.9998826643863157,0.9997378450133125,0.0,0.0005111856532157452,0.0010148468392262827,0.001503588070509849
106,0.9999999999999999,0.9999946205046857,0.9999785088030634,0.9999517450164479,0.0,0.0005124090615242394,0.0010246081594659018,0.0015363870573996154
111,0.9999999999999999,0.9999651499996066,0.9998613237762801,0.9996906773730853,0.0,0.0005107801823302848,0.0010116193037768412,0.001492785960820996
153,0.9999999999999999,0.9999754189534307,0.9999020192648701,0.9997808262919905,0.0,0.0005115048831120264,0.001017391264065051,0.001512122765246555
159,0.9999999999999999,0.9999923082346918,0.9999692690036838,0.9999309901723445,0.0,0.0005122876227483655,0.0010236380018774855,0.0015331203650082693
196,0.9999999999999999,0.9999669336693671,0.99986839384959,0.9997063447302644,0.0,0.0005108977789131688,0.0010125554807215635,0.0014959198483427358
239,0.9999999999999999,0.9999708182587359,0.9998837635644344,0.9997402991708836,0.0,0.0005111962066317869,0.0010149309332804276,0.0015038700217576528
272,0.9999999999999999,0.9999708031968948,0.9998837035543128,0.9997401650317669,0.0,0.0005111956903800888,0.0010149268187161788,0.0015038562216134362
275,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.0005104349657266309,0.0010088715766533836,0.0014835907197018447
285,0.9999999999999999,0.9999786788744769,0.9999149882781455,0.9998097429347367,0.0,0.0005116697352922351,0.0010187060253050587,0.001516537348460533
321,0.9999999999999999,0.9999770234438644,0.999908429200614,0.9997952183352496,0.0,0.0005115476537426306,0.0010177335871847722,0.0015132789736937333
323,0.9999999999999999,0.9999761599644054,0.9999049394367475,0.9997872332096116,0.0,0.0005115872939867097,0.0010180476762082422,0.0015143220498762763
365,0.9999999999999999,0.9999720323092988,0.9998886747665469,0.9997515529982648,0.0,0.00051115877659705,0.0010146368837422595,0.0015029077258966461
495,0.9999999999999999,0.9999743254596697,0.9998976890567162,0.9997712464725335,0.0,0.0005114129647140971,0.0010166586091452077,0.001509665138739522
503,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.0005104349657266311,0.0010088715766533838,0.0014835907197018453
554,0.9999999999999999,0.9999694069750782,0.9998781933261999,0.9997280445162736,0.0,0.0005110768208234912,0.0010139815623855775,0.001500697868010036
560,0.9999999999999999,0.9999708182587359,0.9998837635644344,0.9997402991708834,0.0,0.0005111962066317864,0.0010149309332804265,0.0015038700217576513
579,0.9999999999999999,0.9999708182587359,0.9998837635644344,0.9997402991708834,0.0,0.0005111962066317861,0.0010149309332804259,0.0015038700217576508
601,0.9999999999999999,0.9999705421893503,0.9998826643863157,0.9997378450133125,0.0,0.0005111856532157455,0.0010148468392262838,0.0015035880705098503
653,0.9999999999999999,0.999974603907715,0.9998987853253654,0.9997736478848934,0.0,0.0005114269699122727,0.0010167694616169934,0.0015100326117487974
654,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.0005104349657266308,0.0010088715766533832,0.001483590719701844
666,0.9999999999999999,0.9999697592575206,0.9998795947751696,0.9997311694056441,0.0,0.0005110846464526699,0.0010140433452481498,0.001500901795544693
669,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.0005104349657266309,0.0010088715766533834,0.0014835907197018445
681,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.0005104349657266311,0.0010088715766533838,0.0014835907197018453
777,0.9999999999999999,0.9999740156557075,0.9998964527549012,0.9997684756529873,0.0,0.0005114062356314571,0.001016604959727121,0.001509485098431924
784,0.9999999999999999,0.9999700553344795,0.9998807337135659,0.9997335633666027,0.0,0.0005111531412975265,0.0010145878500343864,0.0015027201755734162
788,0.9999999999999999,0.9999746241139384,0.999898862660655,0.999773808806174,0.0,0.0005114364419302486,0.0010168451309406806,0.0015102873931388907
797,0.9999999999999999,0.9999704457925684,0.9998822802944096,0.9997369863756818,0.0,0.0005111824476495406,0.0010148212920729942,0.0015035023941242602
830,0.9999999999999999,0.9999757951740049,0.9999034858892853,0.9997839836716165,0.0,0.0005115731171891553,0.0010179345841844522,0.0015139421711995841
844,0.9999999999999999,0.9999651526733719,0.9998613344495072,0.9996907013065679,0.0,0.000510780233574955,0.0010116197122895113,0.001492787331467557
871,0.9999999999999999,0.9999707389611854,0.9998834477301572,0.9997395935940312,0.0,0.0005111933929194334,0.0010149085121995134,0.0015037948468332749
875,0.9999999999999999,0.9999651479172318,0.9998613157276587,0.9996906603084326,0.0,0.0005107796791086812,0.0010116152979375308,0.0014927725526205715
895,0.9999999999999999,0.9999651395237608,0.9998612862559345,0.9996906092526697,0.0,0.0005107726411253326,0.0010115592893934241,0.0014925851757069373
915,0.9999999999999999,0.9999707959181857,0.9998836742114223,0.9997400981609901,0.0,0.0005111960804066997,0.0010149299237592268,0.0015038666161927877
933,0.9999999999999999,0.9999873055847677,0.9999493687371602,0.9998866267220583,0.0,0.0005120304389701712,0.0010215858023786995,0.0015262237601442919
963,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.0005104349657266304,0.0010088715766533828,0.0014835907197018434
1001,0.9999999999999999,0.9999741729658567,0.9998970816618324,0.999769889450212,0.0,0.0005114074202991187,0.0010166144162048355,0.001509516897183101
1026,0.9999999999999999,0.9999700793948044,0.9998811541820674,0.999735708937959,0.0,0.0005108155202161271,0.0010119180679829646,0.0014938837000611062
1115,0.9999999999999999,0.9999694935886401,0.9998785393762369,0.9997288216222915,0.0,0.0005110780327883017,0.0010139912341161307,0.0015007303757847978
1262,0.9999999999999999,0.9999702379462709,0.9998814515233622,0.9997351313781744,0.0,0.0005111765024658872,0.001014773899364716,0.0015033433887074303
1284,0.9999999999999999,0.9999708182587359,0.9998837635644344,0.9997402991708834,0.0,0.0005111962066317869,0.0010149309332804272,0.0015038700217576524
1287,0.9999999999999999,0.9999651580946943,0.9998613561034214,0.9996907499110129,0.0,0.0005107803171715123,0.001011620379087319,0.0014927895708587182
1326,0.9999999999999999,0.9999695062791042,0.999878590094531,0.9997289355760427,0.0,0.000511078178783327,0.0010139923995729873,0.0015007342951832581
1327,0.9999999999999999,0.9999767696840377,0.9999073832922928,0.9997927503279816,0.0,0.0005115891584971064,0.0010180631129336315,0.0015143770625493846
1339,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.0005104349657266309,0.0010088715766533836,0.0014835907197018447
1421,0.9999999999999999,0.9999686488651838,0.9998752211931851,0.9997215814954871,0.0,0.000510978849791963,0.0010132021954332548,0.0014980921293342529
1436,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.0005104349657266308,0.0010088715766533832,0.0014835907197018445
1472,0.9999999999999999,0.9999706963816083,0.9998832785548879,0.9997392172069504,0.0,0.0005111911139761592,0.0010148903555440001,0.0015037339874766672
1492,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.0005104349657266308,0.0010088715766533832,0.0014835907197018445
1514,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.0005104349657266311,0.0010088715766533838,0.0014835907197018453
1519,0.9999999999999999,0.9999701315195472,0.9998810270543226,0.9997341809338477,0.0,0.0005111735973724654,0.0010147507380896456,0.0015032656644038574
1528,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.0005104349657266311,0.0010088715766533838,0.0014835907197018453
1610,0.9999999999999999,0.999968493165508,0.9998745505181602,0.9997198946957646,0.0,0.0005110412444212533,0.0010136974759681814,0.0014997420258772768
1745,0.9999999999999999,0.999970131519547,0.9998810270543226,0.9997341809338477,0.0,0.0005111735973724649,0.0010147507380896448,0.001503265664403857
1751,0.9999999999999999,0.9999766802506198,0.999907008665941,0.9997918445197312,0.0,0.0005116163325130956,0.0010182793044745128,0.001515099983765633
1780,0.9999999999999999,0.9999841199293917,0.9999367257403554,0.9998585503959536,0.0,0.0005118243413958739,0.0010199443628750378,0.0015207249575988162
1852,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.0005104349657266309,0.0010088715766533832,0.0014835907197018445
1892,0.9999999999999999,0.999987716534158,0.9999509421372736,0.9998899042637462,0.0,0.0005122078300348568,0.0010229998747150664,0.001530967901047592
1911,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.0,0.000510434965726631,0.0010088715766533836,0.0014835907197018447
1979,0.9999999999999999,0.9999703896132112,0.9998820596864472,0.9997365053120207,0.0,0.0005111747354394198,0.0010147598661516878,0.0015032966033064427
