,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,reals_8,reals_9,reals_10,reals_11,reals_12,reals_13,reals_14,reals_15,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7,imags_8,imags_9,imags_10,imags_11,imags_12,imags_13,imags_14,imags_15
80,0.9999999999999999,0.9999705421893503,0.9998826643863157,0.9997378450133125,0.9995385200382146,0.9992880413748949,0.9989906196446282,0.9986512522783791,0.9982756381909565,0.9978700804878553,0.9974413788704198,0.9969967135812083,0.9965435228761149,0.996089376120434,0.9956418446807275,0.9952083728218093,0.0,0.0005111856532157452,0.0010148468392262827,0.001503588070509849,0.001970269609674419,0.002408129859294845,0.0028109012748496155,0.0031729178154744344,0.003489212092281836,0.0037556005505636767,0.003968755227268166,0.004126260855207282,0.004226656336558155,0.004269459876066344,0.00425517734434604,0.004185293729000738
106,0.9999999999999999,0.9999946205046857,0.9999785088030634,0.9999517450164479,0.9999144619104565,0.999866843747976,0.9998091246988883,0.9997415868219368,0.9996645576382244,0.9995784073197612,0.9994835455201432,0.9993804178778384,0.9992695022256355,0.999151304542535,0.9990263546867211,0.9988952019502069,0.0,0.0005124090615242394,0.0010246081594659018,0.0015363870573996154,0.0020475349890094192,0.00255784043236567,0.0030670909305294237,0.003575072972705673,0.004081571949141818,0.004586372191713087,0.005089257110669732,0.005590009436361867,0.006088411572929805,0.006584246068975983,0.007077296208146679,0.007567346720376673
111,0.9999999999999999,0.9999651499996066,0.9998613237762801,0.9996906773730853,0.9994567535508482,0.9991644069489973,0.9988197015406539,0.9984297825550053,0.998002725580938,0.9975473660492885,0.9970731127065817,0.9965897490319996,0.9961072268043576,0.9956354561916274,0.9951840968085857,0.9947623541668789,0.0,0.0005107801823302848,0.0010116193037768412,0.001492785960820996,0.0019449636257271128,0.0023594470812107068,0.0027283259128438797,0.003044651175165791,0.0033025817043101703,0.0034975069815940496,0.0036261439497692937,0.003686605735964967,0.0036784408310202936,0.0036026419012803895,0.00346162405270609,0.0032591730146711946
153,0.9999999999999999,0.9999754189534307,0.9999020192648701,0.9997808262919905,0.9996135323847247,0.9994024722705894,0.9991505890995044,0.9988613916445749,0.9985389032845878,0.9981876035140822,0.9978123628360328,0.9974183719888393,0.997011066542019,0.9965960479625451,0.9961790023051847,0.9957656177146883,0.0,0.0005115048831120264,0.001017391264065051,0.001512122765246555,0.0019903260548145307,0.0024468693789175345,0.0028769375542522274,0.0032761023221911227,0.0036403870337111616,0.003966324717460899,0.004251008680300795,0.004492134899114456,0.004688035583012569,0.004837703414470448,0.004940806114555843,0.004997691119212072
159,0.9999999999999999,0.9999745153215033,0.9998984440764064,0.9997729287616887,0.999599854048958,0.9993818178652267,0.9991220915326102,0.9988245695819095,0.9984937100143167,0.9981344659327843,0.9977522095976402,0.9973526500777903,0.9969417457674663,0.9965256131174869,0.9961104329881421,0.9957023560671996,0.0,0.0005114227377665785,0.0010167365234386204,0.0015099265861272845,0.0019851650629903643,0.0024369008398310303,0.00285994511820347,0.003249551387849569,0.003601488569791391,0.003912106200991764,0.004178390654535117,0.0043980115278687525,0.004569357483635797,0.004691560990672862,0.004764511584314906,0.004788857442591466
196,0.9999999999999999,0.9999669336693671,0.99986839384959,0.9997063447302644,0.9994840158081947,0.9992058365982865,0.9988773470885381,0.9985050857535187,0.9980964573953676,0.9976595834899693,0.9972031380702548,0.9967361724713898,0.996267932487983,0.9958076716468107,0.9953644643768229,0.994947022859763,0.0,0.000510897778913169,0.0010125554807215635,0.0014959198483427358,0.001952307481059372,0.0023735803802224908,0.002752310449236759,0.0030819296167114664,0.0033568625431572427,0.003572639224724258,0.0037259852150462393,0.0038148876400054712,0.0038386356709593132,0.003797834639710973,0.003694393512761553,0.0035314859823067954
239,0.9999999999999999,0.9999708182587359,0.9998837635644344,0.9997402991708836,0.9995428361940996,0.9992946926464178,0.9990000370646016,0.9986638176922683,0.9982916784229537,0.997889862935624,0.9974651086554648,0.9970245323459919,0.9965755092809013,0.9961255480532486,0.9956821631536094,0.9952527474866015,0.0,0.0005111962066317869,0.0010149309332804274,0.0015038700217576524,0.001970931787619555,0.002409407869427798,0.0028130777158531053,0.0031763147596437624,0.003494182469240942,0.0037625186414293656,0.003978006498920379,0.004138231381752683,0.004241722067024757,0.0042879760135499205,0.004277468102078803,0.00421164272308756
272,0.9999999999999999,0.9999708031968948,0.9998837035543128,0.9997401650317669,0.9995425999016093,0.9992943277537822,0.9989995190837946,0.9986631244251216,0.9982907902335023,0.9978887629562723,0.9974637829210884,0.9970229698517397,0.9965737019612276,0.9961234906815382,0.9956798531636158,0.9952501847187676,0.0,0.0005111956903800888,0.0010149268187161788,0.0015038562216134362,0.0019708993613077506,0.002409345246354403,0.002812970984850842,0.0031761480176288664,0.0034939382207617086,0.0037621782395211474,0.003977550616639056,0.004137640502950564,0.004240976984377642,0.004287058321555429,0.0042763606727314555,0.004210330152197671
275,0.9999999999999999,0.9999604022863546,0.9998425274194409,0.9996491088598494,0.9993846316675896,0.9990552281695082,0.9986685353100072,0.9982335170057242,0.9977602556394155,0.9972597175465648,0.9967434979534722,0.9962235513036909,0.9957119132495302,0.9952204207790157,0.9947604369917111,0.994342586928142,0.0,0.0005104349657266308,0.0010088715766533832,0.001483590719701844,0.0019234252662703216,0.0023180199683868487,0.0026580724597588053,0.0029355497531890033,0.0031438751963856234,0.0032780815360459745,0.0033349265292179926,0.003312968412956225,0.003212599477877851,0.003036036966619305,0.0027872715116756303,0.002471974315533054
285,0.9999999999999999,0.9999786788744769,0.9999149882781455,0.9998097429347367,0.9996642887088633,0.9994804847621558,0.9992606789066125,0.9990076764845317,0.9987247031908718,0.9984153623347942,0.9980835871113805,0.9977335885211072,0.997369799632695,0.9969968169336649,0.9966193395516598,0.9962421071578325,0.0,0.0005116697352922351,0.0010187060253050583,0.001516537348460533,0.0020007151999096935,0.0024669735343665843,0.0029112857613884805,0.00332991852860777,0.003719481571551943,0.004076972961504464,0.004399819144651175,0.004685909235693982,0.004933623106255876,0.0051418528917122255,0.005310017628443335,0.005438070825724879
