,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7
80,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,1.0109562555432618e-13,2.0219125110865235e-13,3.0328687666297854e-13,4.043825022173047e-13,5.054781277716309e-13,6.065737533259571e-13,7.076693788802833e-13
106,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,1.0109562555432621e-13,2.0219125110865243e-13,3.0328687666297854e-13,4.0438250221730486e-13,5.054781277716308e-13,6.065737533259571e-13,7.076693788802833e-13
111,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,1.0109562555432618e-13,2.0219125110865235e-13,3.0328687666297854e-13,4.043825022173047e-13,5.054781277716309e-13,6.065737533259571e-13,7.076693788802833e-13
153,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,1.0109562555432616e-13,2.0219125110865233e-13,3.032868766629785e-13,4.0438250221730465e-13,5.054781277716308e-13,6.06573753325957e-13,7.076693788802831e-13
159,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,1.0109562555432616e-13,2.0219125110865233e-13,3.0328687666297854e-13,4.0438250221730465e-13,5.054781277716309e-13,6.065737533259571e-13,7.076693788802831e-13
196,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,1.0109562555432618e-13,2.0219125110865235e-13,3.032868766629785e-13,4.043825022173047e-13,5.054781277716309e-13,6.06573753325957e-13,7.076693788802831e-13
239,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,1.0109562555432616e-13,2.0219125110865233e-13,3.0328687666297854e-13,4.0438250221730465e-13,5.054781277716309e-13,6.065737533259571e-13,7.076693788802831e-13
272,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,1.010956255543262e-13,2.021912511086524e-13,3.0328687666297854e-13,4.043825022173048e-13,5.05478127771631e-13,6.065737533259571e-13,7.076693788802831e-13
275,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,1.0109562555432618e-13,2.0219125110865235e-13,3.0328687666297854e-13,4.043825022173047e-13,5.054781277716309e-13,6.065737533259571e-13,7.076693788802833e-13
285,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,1.010956255543262e-13,2.021912511086524e-13,3.0328687666297854e-13,4.043825022173048e-13,5.054781277716309e-13,6.065737533259571e-13,7.076693788802831e-13
